type,date,latitude,longitude,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,source_month,year,month,time,has_location
Person and Vehicle search,2024-10-01 00:53:00+00:00,54.083458,-1.395852,Male,10-17,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-10,2024,10,0,True
Person search,2024-10-02 17:15:00+00:00,53.993316,-1.546209,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2024-10,2024,10,17,True
Person search,2024-10-03 17:41:00+00:00,53.784245,-1.074985,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,17,True
Person search,2024-10-04 00:37:00+00:00,54.250792,-0.478308,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-10,2024,10,0,True
Person search,2024-10-04 22:43:00+00:00,53.977759,-1.081759,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-10,2024,10,22,True
Person search,2024-10-05 02:30:00+00:00,54.372055,-1.716646,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,2,True
Person search,2024-10-05 04:54:00+00:00,53.962582,-1.090506,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,4,True
Person and Vehicle search,2024-10-05 17:46:00+00:00,53.769686,-1.103646,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,17,True
Person search,2024-10-05 17:51:00+00:00,54.132121,-0.797358,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-10,2024,10,17,True
Person and Vehicle search,2024-10-05 17:56:00+00:00,54.447036,-1.156049,Male,over 34,Not Specified,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2024-10,2024,10,17,True
Person search,2024-10-05 18:27:00+00:00,53.961677,-1.084962,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Not Specified,Not Specified,No,2024-10,2024,10,18,True
Person search,2024-10-05 21:06:00+00:00,54.372055,-1.716646,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-10,2024,10,21,True
Person and Vehicle search,2024-10-06 15:56:00+00:00,53.999173,-1.444852,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Stolen goods,Arrest,Yes,2024-10,2024,10,15,True
Person search,2024-10-06 17:11:00+00:00,53.999173,-1.444852,Male,Not Specified,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Stolen goods,Arrest,Yes,2024-10,2024,10,17,True
Person search,2024-10-06 17:11:00+00:00,53.999173,-1.444852,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Stolen goods,Arrest,Yes,2024-10,2024,10,17,True
Person search,2024-10-06 18:06:00+00:00,53.943299,-1.138885,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2024-10,2024,10,18,True
Person search,2024-10-06 21:40:00+00:00,54.280781,-0.399751,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,21,True
Person search,2024-10-06 23:05:00+00:00,54.250486,-1.057295,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,23,True
Person and Vehicle search,2024-10-07 00:09:00+00:00,53.76676,-1.090965,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,0,True
Person and Vehicle search,2024-10-07 06:00:00+00:00,53.937694,-1.11705,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,6,True
Person search,2024-10-07 06:15:00+00:00,53.937694,-1.11705,Male,Not Specified,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,6,True
Person search,2024-10-07 06:27:00+00:00,53.937694,-1.11705,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,6,True
Person search,2024-10-07 06:32:00+00:00,53.937694,-1.11705,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,6,True
Person search,2024-10-07 15:54:00+00:00,54.286846,-0.417951,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,Yes,2024-10,2024,10,15,True
Person search,2024-10-07 19:50:00+00:00,54.210226,-0.290123,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,19,True
Person search,2024-10-07 23:44:00+00:00,53.960722,-1.081082,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-10,2024,10,23,True
Person search,2024-10-08 04:04:00+00:00,53.959662,-1.081996,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,4,True
Person search,2024-10-10 01:31:00+00:00,53.889702,-2.032919,Male,18-24,Not Specified,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,1,True
Person search,2024-10-11 01:36:00+00:00,53.954621,-1.093194,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Not Specified,2024-10,2024,10,1,True
Person search,2024-10-11 08:40:00+00:00,54.485065,-0.616823,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,8,True
Person search,2024-10-11 12:39:00+00:00,54.253189,-1.470656,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-10,2024,10,12,True
Person search,2024-10-11 14:37:00+00:00,54.004136,-1.557885,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,14,True
Person search,2024-10-12 06:59:00+00:00,53.957862,-1.082339,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,6,True
Person search,2024-10-12 07:24:00+00:00,53.950359,-1.124478,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,Yes,2024-10,2024,10,7,True
Person search,2024-10-14 12:34:00+00:00,53.964249,-1.08512,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,12,True
Person search,2024-10-14 15:59:00+00:00,53.998473,-1.692162,Male,25-34,Not Specified,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-10,2024,10,15,True
Person and Vehicle search,2024-10-15 10:37:00+00:00,53.905633,-1.186416,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Stolen goods,Not Specified,No,2024-10,2024,10,10,True
Person search,2024-10-15 17:41:00+00:00,53.993275,-1.53782,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,17,True
Person search,2024-10-16 05:20:00+00:00,54.283656,-0.39626,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,5,True
Person search,2024-10-16 20:44:00+00:00,53.957273,-1.084983,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2024-10,2024,10,20,True
Person and Vehicle search,2024-10-17 09:34:00+00:00,54.009533,-1.476178,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,9,True
Person and Vehicle search,2024-10-17 16:32:00+00:00,53.928938,-1.6487,Male,25-34,Not Specified,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-10,2024,10,16,True
Person search,2024-10-17 18:51:00+00:00,54.002941,-1.529765,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-10,2024,10,18,True
Person search,2024-10-18 04:48:00+00:00,53.957775,-1.093125,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-10,2024,10,4,True
Person search,2024-10-18 07:08:00+00:00,53.886793,-1.257548,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,7,True
Person search,2024-10-18 21:04:00+00:00,53.964026,-1.104513,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Not Specified,No,2024-10,2024,10,21,True
Person search,2024-10-18 22:41:00+00:00,53.957537,-1.083087,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,22,True
Person search,2024-10-19 05:13:00+00:00,54.306657,-1.555942,Male,25-34,Not Specified,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,5,True
Person search,2024-10-19 09:16:00+00:00,54.345084,-1.438864,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-10,2024,10,9,True
Person search,2024-10-19 11:08:00+00:00,54.277667,-0.409609,Female,25-34,Other ethnic group - Not stated,White,Not Specified,Offensive weapons,Not Specified,No,2024-10,2024,10,11,True
Person search,2024-10-19 13:37:00+00:00,53.961927,-1.090718,Male,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,13,True
Person search,2024-10-19 18:56:00+00:00,54.283161,-0.397566,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,18,True
Person search,2024-10-19 19:53:00+00:00,54.313831,-1.569038,Male,25-34,Not Specified,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,19,True
Person search,2024-10-19 20:38:00+00:00,54.281782,-0.401873,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-10,2024,10,20,True
Person search,2024-10-19 20:38:00+00:00,54.281782,-0.401873,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-10,2024,10,20,True
Person search,2024-10-20 04:05:00+00:00,53.952753,-1.067527,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,4,True
Person and Vehicle search,2024-10-20 04:46:00+00:00,53.955888,-1.078993,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-10,2024,10,4,True
Person search,2024-10-20 05:08:00+00:00,53.955888,-1.078993,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,5,True
Person search,2024-10-20 05:08:00+00:00,53.955888,-1.078993,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,5,True
Person and Vehicle search,2024-10-20 07:45:00+00:00,53.928938,-1.6487,Female,25-34,Not Specified,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-10,2024,10,7,True
Person and Vehicle search,2024-10-20 08:02:00+00:00,53.905633,-1.186416,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-10,2024,10,8,True
Person and Vehicle search,2024-10-20 18:50:00+00:00,54.289872,-0.425574,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,18,True
Person and Vehicle search,2024-10-20 21:36:00+00:00,53.97612,-1.686359,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,21,True
Person search,2024-10-20 21:36:00+00:00,53.97612,-1.686359,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,21,True
Person search,2024-10-20 21:44:00+00:00,53.993626,-1.540242,Male,10-17,Not Specified,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-10,2024,10,21,True
Person and Vehicle search,2024-10-21 07:47:00+00:00,53.962239,-1.085545,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,7,True
Person search,2024-10-23 11:13:00+00:00,53.961611,-1.079797,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-10,2024,10,11,True
Person search,2024-10-23 16:20:00+00:00,54.332961,-1.440982,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-10,2024,10,16,True
Person search,2024-10-23 19:50:00+00:00,54.375712,-1.723217,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-10,2024,10,19,True
Person search,2024-10-24 21:51:00+00:00,54.412723,-1.732807,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Controlled drugs,Arrest,Yes,2024-10,2024,10,21,True
Person search,2024-10-25 07:13:00+00:00,54.281644,-0.409979,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,7,True
Person search,2024-10-25 14:34:00+00:00,54.28198,-0.404082,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,14,True
Person and Vehicle search,2024-10-25 22:34:00+00:00,54.329965,-1.348774,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Not Specified,Not Specified,Not Specified,No,2024-10,2024,10,22,True
Person and Vehicle search,2024-10-25 23:05:00+00:00,54.383726,-1.642692,Male,25-34,Not Specified,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-10,2024,10,23,True
Person search,2024-10-26 03:22:00+00:00,53.966289,-1.05933,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-10,2024,10,3,True
